corp_name,corp_uid,original_name,lat,lng,location,nace_code,postcode,street,nh3_yeartotal,nh3_2015,has_local_subsidies,has_subsidies,local_subsidies,total_subsidies
Letschiner Agrar GmbH,32000634-26b0-4993-848d-95909f93ffa2,Letschiner Agrar GmbH,52.631517689755896,14.3967641687201,Letschin,147.0,15324,Quappendorferstraße 2,109700.0,28800.0,1,1,1600390.2999999998,1600390.2999999998
"Westers, Rainer",e21256e6-a806-4054-a648-5326e862d1df,"Westers, Rainer",52.1554091312532,7.45152449649351,Steinfurt,146.0,48565,Ostendorf 91,46400.0,11600.0,1,1,40320.57,40320.57
Gut Jäglitz GmbH & Co. Brügge KG,0ac7707e-5ed3-4a63-88fa-ac5df5fee5cd,Gut Jäglitz GmbH & Co. Agrar KG,53.2454459189795,12.2625210291943,Halenbeck-Rohlsdorf,147.0,16945,Flur 1,152100.0,32400.0,0,0,0.0,0.0
Agrarprodukte Löbnitz GmbH,823e98d5-c3c2-4f37-ae60-cb9775ccc070,"Agrarprodukte Löbnitz GmbH, SZA Löbnitz",51.585698289590795,12.461666092253301,Löbnitz,146.0,04509,Delitzscher Str. 32,66300.0,13400.0,0,0,0.0,0.0
Horst-Friedrich Hölling,5fed0d1a-4cfa-49d3-8026-e9f19d50ff07,Horst-Friedrich Hölling,52.09003116397861,9.61460390208743,Salzhemmendorf,146.0,31020,Gemarkung Hemmendorf Flur 4,80000.0,16000.0,1,1,180262.65,180262.65
Ralf Schneider,0cb3591c-f7b2-4dbe-98c5-d1baa8eae89d,Gemischte Tierhaltung Hohen Wangelin,53.618556170352,12.4639001704981,Hohen Wangelin,146.0,17194,Malchower Chaussee 1,103000.0,24500.0,1,1,2002710.5999999999,2002710.5999999999
Ralf Schneider,0cb3591c-f7b2-4dbe-98c5-d1baa8eae89d,Gut Tier- und Pflanzenproduktion GmbH Rövershagen Schweineanlage,54.170607222696106,12.2723071190396,Rövershagen,146.0,18182,Haus 12a,188500.0,41200.0,1,1,2002710.5999999999,2002710.5999999999
Landgut Heideland e.G.,34f08a29-02e5-407a-9fd6-4d28d4a4cd65,Landgut Heideland,51.801502057061704,13.091558153446698,Jessen OT Mönchenhöfe,146.0,06917,Mönchenhöfner Dorfstraße 2,182800.0,39800.0,0,0,0.0,0.0
Leicoma PIG-Zucht GmbH Polkenberg,3a6efce1-a133-4fe6-8d04-b68924e8439b,"Leicoma PIG-Zucht GmbH Polkenberg, SZA Görnitz",51.1868502250048,12.9387749999449,Bockelwitz,146.0,04703,Mügelner Landstraße 1,68400.0,14500.0,0,0,0.0,0.0
Agp-GmbH Lübesse,77e6f4a6-abab-4114-bf89-c00c32539d33,Agp-mbH Agrarproduktgesellschaft,53.501004701257706,11.0684891844055,Wittenburg,150.0,19243,Lehsener Str. 5,198500.0,39700.0,0,0,0.0,0.0
Agrargenossenschaft  Gräfendorf e.G.,87bd8226-dd53-4adc-aedc-791ff079857d,Schweinemastanlage Großrössen,51.6308693824819,13.2416737653531,Falkenberg/Elster,146.0,04895,Südstraße None,70000.0,14000.0,0,0,0.0,0.0
Hansen Broilermast GmbH & Co. KG,acb3d54f-9c27-4df3-9360-8af2e889e6e5,Hansen Broilermast GmbH & Co. KG,53.0017202794522,7.255133625421799,Heede,147.0,26892,Birkenweg 20,119500.0,25700.0,1,1,46059.119999999995,46059.119999999995
Gisela Schulze Tenkhoff,7bc745f0-de3b-4c89-bd58-f012880d3586,"Schulze Tenkhoff, Gisela",51.7319664219482,7.96430469828328,Beckum,146.0,59269,Elker 8,67200.0,11700.0,1,1,108994.21999999999,108994.21999999999
"Rietmann, Achim",41bae7f0-d96f-4b68-a7d3-a563e54eeb6b,"Rietmann, Achim",52.34486400998789,7.5243655883093,Hörstel,146.0,48477,Papenweg 99,45200.0,11300.0,1,1,45926.13,45926.13
Heinrich Gabriel,e095cd91-be88-460e-a8c5-66e4c703d800,Heinrich Gabriel,51.643736770391904,9.230655401432019,Borgentreich,146.0,34434,Rösebecker Str. None,10900.0,10900.0,1,1,29915.52,29915.52
Hopman GmbH Wanzlitz,cc5f86b5-6eb2-437f-9bc1-71a9b2e1fcb5,Hopman GmbH Wanzlitz Hopman GmbH Wanzlitz,53.298037287117005,11.6651955427723,Zierzow,146.0,19300,Betriebsgelände 1,118900.0,23900.0,0,0,0.0,0.0
Hopman GmbH Wanzlitz,cc5f86b5-6eb2-437f-9bc1-71a9b2e1fcb5,Hopman GmbH Wanzlitz Hopman GmbH Wanzlitz,53.247387081276905,11.492717403912101,Grabow,146.0,19300,Ausbau 1,330300.0,69800.0,0,0,0.0,0.0
Agrargenossenschaft Deutschenbora e.G.,01a90a46-9cd7-4aef-8c6c-95d8e66f0293,AG Deutschenbora e.G.,51.0569364370646,13.3606273430436,Nossen,146.0,01683,Straße des Fortschritts 2,82900.0,14200.0,0,0,0.0,0.0
Agrar eG Heberndorf,036afab7-85f7-4449-9c42-ce47ee4377fd,Schweinemastanlage Heberndorf,50.4841041388842,11.5284569213326,Wurzbach,146.0,07343,Heberndorf 100,128000.0,24900.0,1,1,813722.2200000001,813722.2200000001
Georg Lautenschlager,4365cb05-fb3f-4472-8ead-ce76c043bf37,Geflügelhaltung Gut Siegenthann GmbH & Co. KG,49.3241101590567,12.012681965789303,Schwandorf,147.0,92421,Siegenthann 1,23400.0,11200.0,1,1,122571.51999999999,122571.51999999999
Schweinemast Poppel GmbH & Co. KG,82a1609e-a29e-4c8b-a96a-218ca92f06db,Schweinemast Poppel GmbH & Co. KG - Poppel,51.1290742956798,11.6296588432531,Lanitz-Hassel-Tal,146.0,06628,Poppel 27,111000.0,22200.0,1,1,72856.35,72856.35
Agrar GmbH Auligk,cd26df07-cca2-4c73-9810-51c117005761,Agrar GmbH Auligk,51.1121636887224,12.242686471086,Groitzsch,146.0,04539,Furstück 24/1,41000.0,11000.0,0,0,0.0,0.0
"Sengenhorst, Peter",6a5bde13-6e42-4fba-b268-a8b62326cb50,"Sengenhorst, Peter",51.86156717523439,7.8860760843632605,Warendorf,146.0,48231,Holtrup 13,70500.0,14100.0,1,1,0.0,0.0
AGRO-Agrarprodukte GmbH,a5bc33c6-1ed6-47cb-bd83-da0e78e80b15,AGRO-Agrarprodukte GmbH,51.0810315627711,12.8557582144104,Zettlitz,146.0,09306,Straße der Jugend 34,45400.0,11100.0,0,0,0.0,0.0
Sauenhaltung Thierbach GmbH,a2e38e3c-a324-4fd6-bb63-2859d74e891b,"Sauenhaltung Thierbach GmbH, Wellaune",51.5631104354364,12.5580157842602,Bad Düben,146.0,04849,Eilenburger Str. 1,109500.0,22100.0,0,0,0.0,0.0
Sauenhaltung Thierbach GmbH,a2e38e3c-a324-4fd6-bb63-2859d74e891b,Sauenhaltung Thierbach GmbH,50.583404377867204,11.9527606090763,Pausa-Mühltroff,146.0,07952,Wallengrüner Straße 1 - 3,94300.0,20800.0,0,0,0.0,0.0
"Storm, Albert",9329094a-fb8f-403b-8f2d-64985fda2334,"Storm, Albert",52.313678284670104,7.47101941074277,Rheine,146.0,48429,Heideweg 1,29000.0,14500.0,1,1,26139.75,26139.75
LGH Landwirtschaftliche Gesellschaft mbH,01835def-37e4-4043-a8c8-3b3e9926f023,LGH Landwirtschaftliche Gesellschaft mbH,51.2984172424145,14.262673614037599,Ralbitz-Rosenthal,146.0,01920,Eutricher Str. 1,83000.0,21500.0,0,0,0.0,0.0
Jan Nico Hagge,c95dcf30-a521-4535-8872-bbc522ea630b,Schweinemastanlage Sukow Jan Nico Hagge,53.5568211963294,11.5628603767555,Sukow,146.0,19079,Bahnhofstraße 1a,11400.0,11400.0,1,1,578784.8500000001,578784.8500000001
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,"Agrar Handelsgesellschaft Salzfurtkapelle mbH & Co.KG,  Stedten",51.43814877716871,11.7341413973163,Seegebiet Mansfelder Land,147.0,06317,Industriestraße 10,155000.0,31000.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,Hähnchenmastanlage Waldeck,50.9153917566724,11.8058198508323,Waldeck,147.0,07646,Serbaer Str. 1,109900.0,10700.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,"Agrar Handelsgesellschaft Salzfurtkapelle mbH & Co. KG, Brachstedt",51.5696788949951,11.9975899393211,Petersberg,147.0,06193,Oppiner Straße None,130000.0,26000.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,"Legehennenanlage Radeburg ""Waldrose""",51.2429678094454,13.7313122409936,Ebersbach,147.0,01561,Zschornaer Straße 4,128300.0,22200.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,Agrar Handelsgesellschaft Salzfurtkapelle mbH & Co. KG; AZ II-Hähnchenmast,51.3963694261545,12.5207739004848,Taucha,147.0,04425,Eilenburger Straße An der B 87,107000.0,21400.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,Agrar Handelsgesellschaft Salzfurtkapelle mbH & Co. KG;  Hähnchenmastanlage Liemehna,51.44828029545801,12.541221398708599,Jesewitz,147.0,04838,Zschettgauer Str. None,59000.0,11800.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,52.218657463627004,13.6129031761043,Bestensee,147.0,15741,Motzener Str. 111,229600.0,23100.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,"Agrar Handelsgesellschaft Salzfurtkapelle mbH & Co. KG, Oppin",51.5492004330295,11.9999792092146,Landsberg,147.0,06188,Oppiner Straße None,203000.0,40600.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,Agrar Handelsgesellschaft Salzfurtkapelle mbH & Co. KG,52.729744787264394,8.207618705839549,Bakum,147.0,49456,Heckenweg 2,78000.0,15600.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,52.343635445237204,13.9233827656037,Spreenhagen,147.0,15528,Alte Fürstenwalder Straße 7,129900.0,27600.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,SAFU Agrar Handelsgesellschaft Salzfurtkapelle mbH & Co. KG,51.5134082887366,12.791349024600501,Mockrehna,147.0,04838,Am Stich None,166100.0,35000.0,1,1,6852587.51,7172869.43
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,364b70ca-7768-4d45-964b-61fe992de053,Spreenhagener Vermehrungsbetrieb für Legehennen GmbH,52.2365381378269,13.5974372176673,Bestensee,147.0,15741,Unter den Eichen None,188300.0,38300.0,1,1,6852587.51,7172869.43
"Brimmers, Josef",aa2c86f9-dd96-4b0a-ac29-2e5d972bc9ed,"Brimmers, Josef",51.44541139657139,6.37137074695848,Kerken,146.0,47647,Slousendyck 11,58500.0,16400.0,1,1,74703.38,74703.38
Agrargenossenschaft Abtsbessingen e.G.,8dfb90f9-35a8-40b0-817d-3fe06b5d1ada,Agrargenossenschaft Abtsbessingen e.G.,51.2567774980799,10.762659799456598,Abtsbessingen,146.0,99713,Billeber Straße 1A,56500.0,11300.0,1,1,2804669.21,2804669.21
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,51.69302207138779,11.903332774944598,Pfaffendorf,147.0,06388,Dorfstraße None,147200.0,35400.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,51.7956217642639,12.1361910622375,Dessau-Roßlau,147.0,06847,Teichdammweg 5,570000.0,114000.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,52.011656026247216,11.953324889588801,Gehrden,147.0,39264,Hauptstraße 1,163000.0,32600.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX  Agrarprodukte Import & Export GmbH,51.719941344641796,11.978736214420199,Baasdorf,147.0,06388,Köthener Straße 26,167600.0,41900.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,Legehennenstallanlage  Gut Falkenhain,51.06978970106029,12.296668949893201,Meuselwitz,147.0,04613,Alte Rusendorfer Str. None,203200.0,37900.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export,53.8149198875965,11.429173582799999,Groß Stieten,147.0,23972,An der Chaussee 4,750000.0,139000.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,51.798383735378295,11.887050658334001,Kleinpaschleben,147.0,06369,Drosaer Straße None,167600.0,41900.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,51.7104054802135,11.938845476617699,Edderitz,147.0,06388,Dorfstraße None,108100.0,32500.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export  GmbH,51.794685532400294,11.9289068457096,Maxdorf,147.0,06369,Dorfstraße None,119500.0,22300.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,51.9676193971968,11.9469760350455,Walternienburg,147.0,39261,An den Sandbergen None,125500.0,23400.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,51.7093269123765,11.984451903803,Baasdorf,147.0,06388,Feldstraße 5,192400.0,39200.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import u. Export GmbH - Farm Stadl,49.2292334157805,12.2761972486728,Nittenau,147.0,93149,Stadl 28,178200.0,32900.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,51.725037949163294,11.9485713151374,Wülknitz,147.0,06366,Landstraße None,167600.0,41900.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import u. Export GmbH - Farm Thannhof,49.2174646157224,12.2341588535738,Nittenau,147.0,93149,Oed 1,458200.0,85400.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,WIMEX Agrarprodukte Import & Export GmbH,51.608130936768106,11.891857610058901,Nauendorf OT Merbitz,147.0,06193,Im Institut None,151800.0,28300.0,1,1,2544970.86,6042868.54
WIMEX Agrarprodukte Import & Export GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,Gutshof-Ei-Banzkow GmbH (WIMEX Agrarprodukte Import und Export GmbH),53.6077284959948,11.280345408395801,Grambow,147.0,19071,Tannenburger Weg None,80700.0,80700.0,1,1,2544970.86,6042868.54
Märschendorfer Verwaltungsbetriebe GmbH Tepe,dd878f6a-b0c2-4e81-baad-72efb9bb04a1,Märschendorfer Verwaltungsbetriebe GmbH Tepe,52.6947160220255,7.98540790616812,Essen (Oldenburg),147.0,49632,Schlochterdamm 12,27000.0,27000.0,0,0,0.0,0.0
Ferkelzuchtbetrieb Reichenbach GmbH & Co. KG,222e78ce-6d85-45aa-a0a4-8243c09e5412,Ferkelzuchtbetrieb Reichenbach GmbH & Co. KG,51.0529442518066,13.095025123068199,Kriebstein,146.0,09648,Waldheimer Strasse 23 a,86900.0,21600.0,1,1,1393191.1600000001,1393191.1600000001
J. Straathof,c69dfe4b-8400-4ba2-ad95-eb66eb0f45da,Quickhof GmbH & Co.KG Standort Wendisch Priborn,53.331775247630794,12.317422712193,Wendisch Priborn,146.0,19395,Altenhofer Weg 1,201400.0,41400.0,0,0,0.0,0.0
J. Straathof,c69dfe4b-8400-4ba2-ad95-eb66eb0f45da,Quickhof Woeten GmbH & Co.KG Standort Woeten,53.5317104018464,11.890324224625699,Obere Warnow,146.0,19374,Grebbiner Straße 3,82000.0,16400.0,0,0,0.0,0.0
Filthaut Walter,36c3cbeb-9465-4ca5-a468-34cc305567eb,Filthaut Walter,51.5264674590166,7.81080687448831,Unna,146.0,59427,Vinning 6,43200.0,10800.0,1,1,0.0,0.0
Agrarprodukte GmbH Zilly,02af7994-27b2-429a-8e56-57c0fcc823e7,Agrarprodukte GmbH Zilly,51.950069141226905,10.8203650119031,Zilly,146.0,38835,Heudeber Weg 4,159300.0,52800.0,1,1,27280.57,27280.57
Mecklenburger Broiler-Farm GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,Mecklenburger Broiler-Farm GmbH,54.0437747830371,11.6904415856743,Biendorf,147.0,18233,Gewerbestr. 4,35400.0,12400.0,1,1,2544970.86,6042868.54
Mecklenburger Broiler-Farm GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,Mecklenburger Broiler-Farm GmbH,54.0545956054195,11.721706547716598,Biendorf,147.0,18233,Hauptstraße 18,156600.0,29000.0,1,1,2544970.86,6042868.54
Hoyaer Ferkelaufzucht GmbH & Co KG,a2a18b55-6c63-4a08-8f4f-d4b3c6d142fe,Schweinezuchtanlage Kölsa,51.566758226185996,13.2164300604772,Falkenberg/Elster,146.0,04895,Birkenweg 1,21900.0,11300.0,0,0,0.0,0.0
Georg Strätker,0b202add-4973-46b6-b9cb-e5f08b514ef2,Broiler-Mast Strätker GmbH & Co. KG,52.8575239330873,7.24085663516384,Niederlangen,147.0,49779,Moorweg 2,67200.0,12400.0,1,1,0.0,0.0
"Gut Arendsee GbR Matiaske, Schultz, Kummer",12ee127b-5643-4094-819a-415c2a976ec6,"Gut Arendsee GbR Matiaske, Schultz, Kummer",53.3346692693223,13.6018735194855,Nordwestuckermark,146.0,17291,Hauptstraße 41,143200.0,26300.0,0,0,0.0,0.0
Van der Velde Agrar GmbH,3de35aff-8f48-4124-93f5-dc20c9e0c617,Van der Velde Agrar GmbH,51.930810211202896,11.2614737545088,Gröningen,146.0,39397,Heyneburger Weg 52,74100.0,13800.0,1,1,781624.1000000001,781624.1000000001
Van der Velde Agrar GmbH,3de35aff-8f48-4124-93f5-dc20c9e0c617,Van der Velde Agrar GmbH,51.920236347994795,10.7622679224787,Nordharz,146.0,38871,Zyllier Weg 6,32500.0,10500.0,1,1,781624.1000000001,781624.1000000001
Van der Velde Agrar GmbH,3de35aff-8f48-4124-93f5-dc20c9e0c617,Van der Velde Agrar GmbH,51.910862899714786,11.486156527978801,Hecklingen,146.0,39435,Am Bruchtor 20,172600.0,28300.0,1,1,781624.1000000001,781624.1000000001
Köcher KG,079d4844-5584-4028-809c-9b210c72f3af,Köcher KG,52.4194674571373,11.310288483767,Berenbrock,146.0,39638,An der Schweinemastanalge None,145100.0,29000.0,0,0,0.0,0.0
"Peters, Willi-Johann",e042d2b9-4187-4a5c-a602-ab7114faba7e,"Peters, Willi-Johann",52.9804128014676,7.80651315866112,Friesoythe,146.0,26169,Sportplatzstraße 4,43600.0,10900.0,1,1,0.0,0.0
"Tegelmann, Monika",a7164c82-9832-4876-a2f2-bc8b54606ad4,"Tegelmann, Monika",52.327142971198995,7.636645815263479,Ibbenbüren,146.0,49479,Uffelner Esch 15,61200.0,15300.0,1,1,134550.18,134550.18
Agrofarm Herwigsdorf e. G.,1770eff5-8441-48a1-80f2-6ecfab591d5e,Agrofarm Herwigsdorf e. G.,51.0755748091302,14.7371797811072,Rosenbach,146.0,02708,Steinbergstr. 11,72800.0,18200.0,0,0,0.0,0.0
Agrofarm Herwigsdorf e. G.,1770eff5-8441-48a1-80f2-6ecfab591d5e,Agrofarm Herwigsdorf e. G.,51.058687654491386,14.7497466999618,Rosenbach,146.0,02708,Steinbergstr. 22,72800.0,18200.0,0,0,0.0,0.0
Wirth Geflügelmast GmbH,07c0ee9f-6b64-48e4-94c7-7e5892e8686d,Farm Hofing III,49.2495192786822,12.3067993558812,Bruck i.d.OPf.,147.0,92436,Hofing None,115000.0,23000.0,0,0,0.0,0.0
Wirth Geflügelmast GmbH,07c0ee9f-6b64-48e4-94c7-7e5892e8686d,Farm Hofing I,49.2538204887496,12.247327740530501,Bruck i.d.OPf.,147.0,92436,Hofing None,61400.0,11500.0,0,0,0.0,0.0
Pelapro Agrarprodukte GmbH Peckfitz,0d7da121-08b8-4632-b4f2-90a79e540b8a,PELAPRO Pigs GmbH,52.50499602756421,11.1929070428325,Gardelegen,146.0,39649,Am Wald 1,248800.0,53100.0,1,1,1067091.06,1067091.06
"Leurs, Tobias",0b4afd1e-50f8-4c2b-bf57-c552fe4604c4,"Leurs, Tobias Margarethenhof",50.80422112363279,6.67431753902873,Nörvenich,146.0,52388,Margarethenhof an d. L. 263,79400.0,15800.0,0,0,0.0,0.0
Wildberger Schweinefleisch GmbH,080b9566-5442-4f49-b1aa-3058082684a8,Wildberger Schweinefleisch GmbH,52.878584517741785,12.6102339050599,Temnitztal,146.0,16845,Bückwitzer Straße 28,57600.0,11700.0,1,1,993530.45,993530.45
Georg Wigger-Pieper KG Gorsleben,f8d2ca10-2a6c-415a-b5d9-6b918dab51d2,Sauenanlage Gorsleben,51.2767013282524,11.188630025368301,Gorsleben,146.0,06577,Harraser Weg 165 d,52500.0,12600.0,0,0,0.0,0.0
Antonius Enseling,82a2139a-9393-44b8-8ad7-d1f23a1a832e,"Enseling, Tonius und Mechthild GbR",52.047969077796296,7.19270701610677,Schöppingen,146.0,48624,Heven None,25300.0,13300.0,0,0,0.0,0.0
Bayern Ei GmbH & Co. KG,26063288-550e-448f-89f0-ecdf28d18b5a,Bayern Ei GmbH & Co. KG Farm Ettling,48.7131757666619,12.783024892384,Wallersdorf,147.0,94522,Ettlinger Moos 10,135200.0,31200.0,0,0,0.0,0.0
Bayern Ei GmbH & Co. KG,26063288-550e-448f-89f0-ecdf28d18b5a,Bayern Ei GmbH & Co. KG Farm Niederharthausen,48.831981933737204,12.654114864700999,Aiterhofen,147.0,94330,Niederharthausen 50,157900.0,21300.0,0,0,0.0,0.0
Bayern Ei GmbH & Co. KG,26063288-550e-448f-89f0-ecdf28d18b5a,Bayern Ei GmbH & Co. KG Farm Tabertshausen,48.735749753933,12.9120883391413,Aholming,147.0,94527,Eichendorfer Str. 23,104400.0,22500.0,0,0,0.0,0.0
Schweineproduktion Brenkenhof GmbH,93d3c36b-a6ef-4d37-a15c-3ef639ad38a8,Schweineproduktion Brenkenhof GmbH,53.83908991833661,13.5094944688944,Medow,146.0,17391,Kriener Landstr. 1,89400.0,43400.0,0,0,0.0,0.0
Schweinezucht Fahrbinde GmbH,e5c0a84c-b830-4847-9e84-6b40160d2965,Schweinezucht Fahrbinde GmbH,53.445159802468396,11.4957865401439,Rastow,146.0,19288,An der Landstraße 92,95800.0,34200.0,0,0,0.0,0.0
Schweinezucht Fahrbinde GmbH,e5c0a84c-b830-4847-9e84-6b40160d2965,Schweinezucht Binde GmbH,52.8454522650794,11.396782045918698,Binde,146.0,29416,Schernikauer Str. 10 None,214000.0,49200.0,0,0,0.0,0.0
Hardkop-Ziemann GbR,340151ec-a67c-4024-a27f-0176741f77f3,Sigurd Hardkop Ziemann Biogas Sigurd Hardkop Ziemann Biogas,53.4424796564871,11.873549579206099,Parchim,147.0,19370,Lübzer Chaussee 9a,67100.0,18100.0,0,0,0.0,0.0
Wolfgang Zachow,9b27b7c1-cccb-4b54-8cfe-5954ba7bad06,Wolfgang Zachow,53.1340455541536,11.9062795413865,Perleberg,146.0,19348,Gut Gramzow None,42700.0,10200.0,1,1,192175.71,192175.71
Seifersbacher Marktfrucht GmbH,9b1f3db0-ac43-4293-a9fd-75a5c7939494,Seifersbacher Marktfrucht GmbH,50.9734959321655,13.0487494486201,Rossau,146.0,09661,Am Wald None,61200.0,12600.0,0,0,0.0,0.0
Seifersbacher Marktfrucht GmbH,9b1f3db0-ac43-4293-a9fd-75a5c7939494,Schweinemastanlage Berthelsdorf GmbH Seifersbacher Marktfrucht GmbH,50.9587641008424,12.7841515137179,Lunzenau,146.0,09322,Göritzhainer Straße 14,72500.0,14700.0,0,0,0.0,0.0
Landwirtschaftsbetrieb Schwasdorf e.G.,cbf07e7a-d725-4cba-bcda-dd65ca0dacad,Landwirtschaftsbetrieb Schwasdorf e.G.,53.89544143553571,12.6269847757531,Schwasdorf,146.0,17168,Kastanienallee 17,53500.0,10700.0,0,0,0.0,0.0
Emerald Irish Pork GmbH,f7b0c9f9-9317-4a29-998f-5c60bec27043,Emerald Irish Pork GmbH,52.378495166040494,12.6219968587741,Kloster Lehnin,146.0,14797,Rietzer  Berg 5,303300.0,68300.0,0,0,0.0,0.0
"Helmingsmeier, Friedrich",5eccaecf-0280-4c0d-89c0-4a4a57a28ed5,"Helmingsmeier, Friedrich",52.1482464100891,8.97986073261132,Kalletal,146.0,32689,Am Lehmstich 32,39500.0,39500.0,1,1,0.0,0.0
DEMVA GmbH,c31bf1fd-e023-40b1-9f58-b3de371953ac,DEMVA GmbH,52.3188905192967,12.098133549774001,Kleindemsin,146.0,39307,Dorfstraße 12 None,561700.0,80000.0,0,0,0.0,0.0
Wilhelm Pohlmann,a98e0b94-d62c-4548-895a-0d4f319328b8,Wilhelm Pohlmann,52.69671105608371,8.29524216942523,Vechta,147.0,49377,Alter Zuschlag 1,170800.0,40200.0,1,1,13891.05,13891.05
Wilhelm Pohlmann,a98e0b94-d62c-4548-895a-0d4f319328b8,"Pohlmann, Wilhelm",52.83193558236171,7.796158652309789,Lindern (Oldenburg),147.0,49699,Zum Berg 9,77200.0,19300.0,1,1,13891.05,13891.05
Wilhelm Pohlmann,a98e0b94-d62c-4548-895a-0d4f319328b8,KG Rießel Ei GmbH & Co KG,52.795161928628,8.27901369776915,Vechta,147.0,49377,Mühlendamm 31,180700.0,36000.0,1,1,13891.05,13891.05
Wilhelm Pohlmann,a98e0b94-d62c-4548-895a-0d4f319328b8,Kroger Gefra-Ei GmbH & Co KG,52.637382517213204,8.26664076579125,Lohne (Oldenburg),147.0,49393,Sommerweg 22,110000.0,22000.0,1,1,13891.05,13891.05
Mörsdorfer Agrar GmbH,adb6c93f-3d33-42ea-bb04-0afae4d5af11,Sauenzuchtanlage Mörsdorf,50.86684895855871,11.804594124216,Mörsdorf,146.0,07646,Auf dem Berg 100,87500.0,19100.0,1,1,283914.3,283914.3
